hhno	hhsize	hhvehs	hhwkrs	hhftw	hhptw	hhret	hhoad	hhuni	hhhsc	hh515	hhcu5	hhincome	hownrent	hrestype	hhparcel	hhtaz	hhexpfac	samptype
384309	5	2	2	1	1	0	0	0	0	3	0	62500	9	2	52369	14014	587.5077	1
384328	1	2	1	1	0	0	0	0	0	0	0	62500	9	1	95893	24608	30.0281	1
384330	2	2	2	0	2	0	0	0	0	0	0	-1	9	2	12593	2421	24.3567	1
384611	1	2	0	0	0	1	0	0	0	0	0	-1	9	1	56743	15201	33.0629	1
384731	5	3	1	1	0	1	2	0	0	1	0	87500	9	6	89308	22609	470.8044	1
384743	4	2	1	1	0	0	1	1	1	0	0	275000	9	1	38558	10024	88.2823	1
384809	2	5	2	2	0	0	0	0	0	0	0	62500	9	1	34346	7430	117.4452	1
384837	4	2	2	1	1	0	0	0	0	2	0	62500	9	1	33132	7235	201.32299999999998	1
384889	1	1	0	0	0	1	0	0	0	0	0	-1	9	6	57364	15226	233.9745	1
385096	1	1	0	0	0	1	0	0	0	0	0	30000	9	2	5704	840	711.4483	1
385136	2	2	1	0	1	1	0	0	0	0	0	87500	9	1	62632	16043	84.9604	1
385226	1	1	1	0	1	0	0	0	0	0	0	-1	9	2	57772	15239	118.9188	1
385242	5	2	2	1	1	0	0	0	1	2	0	125000	9	1	49030	12034	196.0422	1
385429	1	1	1	0	0	0	0	1	0	0	0	37500	9	1	21800	4247	92.8062	1
385451	2	1	2	1	1	0	0	0	0	0	0	62500	9	1	49739	12217	47.4453	1
385464	1	1	1	0	1	0	0	0	0	0	0	5000	9	3	10706	1628	1769.9834	1
385501	2	1	1	1	0	0	1	0	0	0	0	17500	9	1	34405	7433	72.6378	1
385555	1	1	0	0	0	1	0	0	0	0	0	30000	9	1	61531	16012	157.3391	1
385609	3	3	3	3	0	0	0	0	0	0	0	125000	9	1	61765	16019	612.0953	1
385715	3	2	1	1	0	0	0	1	0	1	0	62500	9	2	70635	20009	451.7973	1
385757	2	3	1	1	0	1	0	0	0	0	0	62500	9	1	90507	22640	525.2299	1
385796	2	2	0	0	0	2	0	0	0	0	0	87500	9	1	37246	8412	36.4683	1
385809	3	1	2	2	0	0	0	0	0	1	0	62500	9	2	5502	834	713.1062	1
385815	1	1	0	0	0	0	1	0	0	0	0	30000	9	2	20732	4219	139.2959	1
385848	2	3	2	1	1	0	0	0	0	0	0	275000	9	1	62110	16030	134.0847	1
385918	2	2	2	2	0	0	0	0	0	0	0	225000	9	1	35058	7805	132.6592	1
386111	3	3	1	0	1	1	1	0	0	0	0	37500	9	1	95370	24415	59.5463	1
386197	4	2	2	2	0	0	0	0	0	2	0	175000	9	1	51790	12424	398.42400000000004	1
386233	1	3	1	1	0	0	0	0	0	0	0	125000	9	1	60555	15817	63.5572	1
386352	1	0	0	0	0	1	0	0	0	0	0	87500	9	3	796	62	288.7955	1
386373	4	2	2	1	1	0	0	0	0	1	1	62500	9	1	87712	22420	658.8833	1
386445	4	3	2	2	0	0	0	0	0	2	0	175000	9	1	35180	7810	72.0158	1
386458	3	2	2	2	0	0	0	0	0	0	1	125000	9	1	35693	8005	61.3191	1
386588	2	2	2	2	0	0	0	0	0	0	0	125000	9	2	16336	3202	49.4115	1
386678	2	1	0	0	0	2	0	0	0	0	0	62500	9	1	34581	7438	118.3675	1
386885	2	2	2	2	0	0	0	0	0	0	0	275000	9	1	32349	7208	190.8743	1
386936	4	2	2	1	1	0	0	0	0	2	0	37500	9	1	47902	11841	407.4855	1
387000	3	3	2	2	0	0	1	0	0	0	0	87500	9	1	54204	14423	160.145	1
387187	1	2	1	1	0	0	0	0	0	0	0	37500	9	1	88584	22440	39.7258	1
387206	3	3	2	2	0	0	1	0	0	0	0	125000	9	1	51659	12419	344.8334	1
387566	2	1	0	0	0	2	0	0	0	0	0	37500	9	2	16097	3030	51.4259	1
387705	2	3	2	2	0	0	0	0	0	0	0	275000	9	1	27819	6001	144.8205	1
387829	3	4	2	2	0	0	1	0	0	0	0	87500	9	1	56332	14813	158.5765	1
387872	2	2	0	0	0	2	0	0	0	0	0	87500	9	1	36008	8019	32.2749	1
387946	1	0	0	0	0	0	1	0	0	0	0	5000	9	2	13759	2624	948.0767	1
388103	4	3	1	1	0	0	1	0	0	2	0	125000	9	1	35687	8004	38.9923	1
388108	3	2	2	2	0	0	0	0	1	0	0	62500	9	2	20783	4220	396.8087	1
388110	1	1	1	1	0	0	0	0	0	0	0	30000	9	2	13097	2602	809.6605	1
388271	1	1	1	1	0	0	0	0	0	0	0	30000	9	1	50740	12247	71.6961	1
388292	2	2	2	2	0	0	0	0	0	0	0	125000	9	1	41994	10630	31.8509	1
388428	2	2	2	2	0	0	0	0	0	0	0	175000	9	1	44782	11409	21.6904	1
388488	2	2	0	0	0	2	0	0	0	0	0	87500	9	1	74656	20233	18.0102	1
388502	5	2	3	1	1	0	0	1	0	2	0	30000	9	1	96435	24805	433.8324	1
388533	2	2	1	1	0	1	0	0	0	0	0	87500	9	1	30659	7006	33.3385	1
388636	3	2	2	2	0	0	0	0	0	1	0	87500	9	1	93172	24025	1005.2899	1
388670	4	3	2	1	1	0	0	0	2	0	0	175000	9	1	46204	11627	194.2131	1
388737	2	2	1	0	1	1	0	0	0	0	0	125000	9	1	57470	15229	98.4401	1
388738	2	2	1	1	0	0	1	0	0	0	0	-1	9	1	30750	7011	30.0415	1
388755	5	2	1	1	0	0	1	0	0	1	2	87500	9	1	48148	12003	65.5008	1
388787	2	2	1	1	0	1	0	0	0	0	0	62500	9	1	75354	20250	363.7723	1
388938	6	2	2	2	0	0	0	0	0	4	0	225000	9	1	71332	20027	718.4059	1
388976	2	3	2	2	0	0	0	0	0	0	0	175000	9	1	44139	11203	92.8434	1
388984	2	2	1	1	0	0	1	0	0	0	0	87500	9	1	30668	7007	23.7774	1
389010	1	1	1	1	0	0	0	0	0	0	0	30000	9	1	50652	12243	78.7279	1
389071	2	2	1	0	1	1	0	0	0	0	0	62500	9	1	17527	3421	464.9368	1
389119	1	1	1	1	0	0	0	0	0	0	0	62500	9	3	12518	2417	59.4797	1
389212	3	2	2	2	0	0	0	1	0	0	0	175000	9	1	50331	12233	292.2763	1
389224	2	2	1	1	0	0	1	0	0	0	0	125000	9	1	96388	24803	453.2382	1
389270	2	2	2	2	0	0	0	0	0	0	0	175000	9	1	65723	18207	258.2487	1
389305	2	2	1	0	1	1	0	0	0	0	0	62500	9	1	55031	14610	89.1977	1
389349	1	1	0	0	0	1	0	0	0	0	0	5000	9	2	23781	4455	198.2376	1
389399	1	1	1	1	0	0	0	0	0	0	0	62500	9	1	85455	22217	36.1508	1
389413	3	2	1	1	0	1	0	0	0	1	0	62500	9	1	86305	22240	113.0817	1
389582	4	2	2	1	1	0	0	0	0	2	0	125000	9	1	37321	8414	229.1395	1
389653	3	3	1	1	0	0	1	1	0	0	0	275000	9	1	56495	15002	185.9925	1
389736	5	2	1	1	0	0	1	0	0	2	1	17500	9	2	52435	14015	114.2361	1
389748	2	2	2	2	0	0	0	0	0	0	0	62500	9	2	52527	14017	121.5096	1
389798	2	2	1	0	1	1	0	0	0	0	0	87500	9	1	41370	10606	162.9055	1
389825	2	2	2	2	0	0	0	0	0	0	0	125000	9	1	33078	7233	90.7493	1
390076	5	3	2	2	0	0	1	0	0	1	1	125000	9	1	47987	11844	466.0538	1
390138	2	2	2	2	0	0	0	0	0	0	0	-1	9	1	36317	8202	59.4764	1
390159	3	4	0	0	0	0	2	1	0	0	0	-1	9	1	79202	20639	22.9974	1
390172	3	2	2	2	0	0	0	0	0	1	0	275000	9	1	43850	11038	291.0523	1
390307	1	1	0	0	0	1	0	0	0	0	0	17500	9	2	10031	1607	147.0515	1
390362	2	2	2	1	1	0	0	0	0	0	0	275000	9	1	48211	12006	67.3535	1
390435	1	0	0	0	0	0	0	1	0	0	0	62500	9	3	6566	1021	726.5874	1
390497	1	0	0	0	0	1	0	0	0	0	0	62500	9	3	14645	2806	442.0196	1
390551	3	2	3	3	0	0	0	0	0	0	0	175000	9	2	55	3	40.3335	1
390595	1	1	1	1	0	0	0	0	0	0	0	125000	9	2	67324	18405	28.5044	1
390603	2	2	2	2	0	0	0	0	0	0	0	62500	9	1	30087	6627	89.325	1
390662	1	1	0	0	0	1	0	0	0	0	0	-1	9	1	66550	18226	14.2428	1
390708	1	0	0	0	0	0	1	0	0	0	0	5000	9	3	47735	11835	516.6672	1
390911	3	4	2	1	1	0	1	0	0	0	0	62500	9	1	42317	10809	161.7582	1
390929	2	2	0	0	0	1	0	1	0	0	0	-1	9	1	35646	8003	42.7275	1
391044	2	2	2	2	0	0	0	0	0	0	0	125000	9	1	56176	14809	89.5326	1
391101	2	2	1	1	0	1	0	0	0	0	0	-1	9	1	57746	15238	105.1592	1
391130	2	3	2	2	0	0	0	0	0	0	0	125000	9	1	62047	16029	52.3366	1
391161	1	1	1	0	1	0	0	0	0	0	0	125000	9	3	67568	18415	54.7471	1
391194	2	2	1	1	0	0	1	0	0	0	0	87500	9	1	59091	15614	83.5672	1
391203	2	2	1	1	0	1	0	0	0	0	0	62500	9	1	53938	14410	122.1701	1
391206	2	2	0	0	0	0	2	0	0	0	0	87500	9	2	40123	10417	26.9672	1
391222	2	2	2	2	0	0	0	0	0	0	0	125000	9	2	31737	7043	74.6114	1
391227	2	4	2	1	1	0	0	0	0	0	0	62500	9	1	42694	11001	123.458	1
391257	2	2	1	1	0	0	1	0	0	0	0	62500	9	2	13598	2619	631.6469999999999	1
391260	2	1	0	0	0	2	0	0	0	0	0	62500	9	1	20127	4050	55.7725	1
391365	1	0	0	0	0	0	1	0	0	0	0	5000	9	3	437	16	130.4721	1
391815	4	2	1	1	0	0	1	0	0	2	0	62500	9	2	35633	8002	95.1582	1
391849	1	0	0	0	0	1	0	0	0	0	0	62500	9	1	24612	4614	125.9687	1
391874	2	2	2	1	1	0	0	0	0	0	0	125000	9	1	16902	3219	30.0503	1
392012	2	2	2	2	0	0	0	0	0	0	0	37500	9	1	31274	7025	89.676	1
392064	8	0	0	0	0	0	2	1	0	3	2	17500	9	2	9949	1604	292.281	1
392092	2	1	0	0	0	0	0	2	0	0	0	62500	9	1	12250	2405	43.7076	1
392107	3	4	1	0	1	2	0	0	0	0	0	62500	9	1	47785	11837	45.9195	1
392222	3	1	2	1	1	0	0	0	0	1	0	125000	9	1	68108	18611	112.1739	1
392315	2	2	2	2	0	0	0	0	0	0	0	87500	9	2	23359	4442	176.5703	1
392341	1	1	1	1	0	0	0	0	0	0	0	17500	9	1	89274	22608	176.7795	1
392352	5	1	2	2	0	0	1	0	0	2	0	62500	9	2	4811	813	1126.8835	1
392496	2	2	0	0	0	2	0	0	0	0	0	62500	9	1	26576	5019	51.6907	1
392551	2	1	0	0	0	2	0	0	0	0	0	62500	9	3	37981	10002	45.2063	1
392558	1	1	0	0	0	1	0	0	0	0	0	17500	9	3	25527	4820	189.2987	1
392625	2	2	2	2	0	0	0	0	0	0	0	175000	9	2	77566	20441	87.7226	1
392632	1	1	0	0	0	1	0	0	0	0	0	5000	9	3	79117	20637	599.2943	1
392940	2	1	1	1	0	0	0	0	0	1	0	62500	9	2	7989	1234	1202.7654	1
392995	2	2	1	1	0	1	0	0	0	0	0	125000	9	1	75011	20242	237.3469	1
393101	4	2	1	1	0	0	1	0	0	1	1	275000	9	1	86218	22236	657.6528	1
393121	2	2	0	0	0	2	0	0	0	0	0	62500	9	1	32008	7054	54.8351	1
393162	4	3	3	2	0	0	0	1	1	0	0	125000	9	1	50675	12244	159.3816	1
393291	1	1	1	1	0	0	0	0	0	0	0	62500	9	1	86220	22236	36.1508	1
393419	2	1	0	0	0	1	1	0	0	0	0	37500	9	2	16113	3030	51.4259	1
393447	2	1	0	0	0	1	1	0	0	0	0	30000	9	1	34461	7434	226.6857	1
393510	2	2	2	2	0	0	0	0	0	0	0	37500	9	3	23058	4432	239.9673	1
393542	1	1	1	1	0	0	0	0	0	0	0	30000	9	3	19558	4036	268.0044	1
393576	2	2	2	2	0	0	0	0	0	0	0	62500	9	2	32804	7224	427.5019	1
393662	2	1	0	0	0	2	0	0	0	0	0	175000	9	2	399	12	80.399	1
393681	2	2	2	2	0	0	0	0	0	0	0	87500	9	1	87663	22418	42.3266	1
393711	2	2	2	2	0	0	0	0	0	0	0	275000	9	1	85499	22219	169.6065	1
393874	2	2	0	0	0	0	2	0	0	0	0	87500	9	1	28278	6016	42.21	1
393883	1	1	0	0	0	0	1	0	0	0	0	5000	9	3	21344	4234	275.0833	1
393888	1	1	0	0	0	1	0	0	0	0	0	30000	9	1	50068	12226	56.8992	1
393891	4	1	0	0	0	0	1	1	0	1	1	37500	9	2	6469	1013	156.0311	1
393954	3	3	1	1	0	0	1	0	0	1	0	175000	9	1	54056	14417	51.0824	1
393977	2	3	0	0	0	0	2	0	0	0	0	87500	9	1	31444	7031	24.7093	1
394027	3	2	1	1	0	0	1	0	0	1	0	125000	9	2	43830	11037	47.4804	1
394150	1	1	0	0	0	1	0	0	0	0	0	17500	9	1	58932	15609	254.6028	1
394185	1	1	0	0	0	1	0	0	0	0	0	5000	9	1	39810	10402	176.1608	1
394200	2	2	1	0	1	1	0	0	0	0	0	37500	9	3	24506	4610	249.0368	1
394230	4	2	2	1	1	0	0	0	0	2	0	87500	9	2	38175	10007	77.445	1
394233	1	1	0	0	0	0	1	0	0	0	0	17500	9	1	88497	22438	41.0223	1
394236	1	3	1	0	1	0	0	0	0	0	0	62500	9	2	9940	1604	225.0815	1
394243	2	2	0	0	0	2	0	0	0	0	0	37500	9	1	32250	7203	101.4205	1
394369	3	2	2	1	1	0	0	0	0	1	0	37500	9	1	41392	10606	59.6307	1
394378	3	2	1	1	0	0	1	0	0	1	0	275000	9	1	94039	24206	1160.9634	1
394396	2	2	2	1	1	0	0	0	0	0	0	62500	9	1	32012	7054	307.1075	1
394422	2	2	0	0	0	1	1	0	0	0	0	175000	9	1	75486	20254	123.9232	1
394423	1	1	1	1	0	0	0	0	0	0	0	62500	9	1	93741	24040	31.6973	1
394471	5	2	3	2	0	0	1	0	1	1	0	87500	9	2	32174	7201	350.1841	1
394608	2	2	0	0	0	0	2	0	0	0	0	17500	9	1	73439	20091	30.4504	1
394610	2	0	1	1	0	1	0	0	0	0	0	17500	9	3	3084	431	1158.0613	1
394626	1	1	1	1	0	0	0	0	0	0	0	-1	9	2	54092	14418	73.6394	1
394674	2	1	2	1	1	0	0	0	0	0	0	62500	9	2	817	65	51.028	1
394773	3	4	2	2	0	0	0	1	0	0	0	175000	9	1	51322	12406	275.8308	1
394858	2	2	2	2	0	0	0	0	0	0	0	225000	9	1	50950	12253	114.971	1
394930	1	7	1	1	0	0	0	0	0	0	0	87500	9	1	38458	10019	31.8203	1
394972	1	1	1	0	1	0	0	0	0	0	0	-1	9	3	12506	2416	48.3554	1
394979	1	1	0	0	0	1	0	0	0	0	0	87500	9	2	55789	14632	78.6083	1
394998	2	1	0	0	0	2	0	0	0	0	0	87500	9	3	695	42	44.6895	1
395010	1	1	1	1	0	0	0	0	0	0	0	62500	9	2	12062	2214	54.4926	1
395269	1	1	0	0	0	0	1	0	0	0	0	17500	9	3	74313	20227	298.6339	1
395289	4	1	2	1	0	0	1	0	1	1	0	225000	9	1	25654	4824	180.4917	1
395297	2	2	1	1	0	0	1	0	0	0	0	-1	9	1	50831	12249	320.6176	1
395364	3	1	1	0	1	1	1	0	0	0	0	37500	9	2	81908	22003	191.96599999999998	1
395474	1	2	1	1	0	0	0	0	0	0	0	62500	9	1	47105	11811	33.4641	1
395502	1	1	1	1	0	0	0	0	0	0	0	87500	9	3	38889	10039	60.8668	1
395542	2	2	0	0	0	2	0	0	0	0	0	30000	9	1	73062	20078	25.4329	1
395545	2	0	0	0	0	2	0	0	0	0	0	5000	9	2	3236	434	12.1422	1
395585	2	1	2	2	0	0	0	0	0	0	0	275000	9	2	509	24	155.6897	1
395607	3	4	3	3	0	0	0	0	0	0	0	125000	9	1	51772	12423	50.9674	1
395615	2	2	0	0	0	2	0	0	0	0	0	37500	9	2	4671	808	57.9785	1
395624	1	0	0	0	0	0	1	0	0	0	0	5000	9	1	93914	24042	187.83	1
395626	1	1	0	0	0	1	0	0	0	0	0	30000	9	1	19735	4041	151.7695	1
395639	2	2	0	0	0	2	0	0	0	0	0	37500	9	2	36112	8024	66.6779	1
395723	1	1	0	0	0	1	0	0	0	0	0	87500	9	3	620	33	97.1158	1
395764	1	1	0	0	0	1	0	0	0	0	0	30000	9	1	30141	6801	134.086	1
395839	4	5	1	1	0	0	1	0	0	2	0	175000	9	1	76220	20282	331.202	1
395851	4	1	0	0	0	0	2	0	0	2	0	62500	9	1	63533	16213	311.8519	1
396065	3	3	3	1	2	0	0	0	0	0	0	87500	9	1	87829	22423	86.9506	1
396106	1	1	0	0	0	1	0	0	0	0	0	17500	9	1	44326	11207	126.8202	1
396228	2	2	2	2	0	0	0	0	0	0	0	275000	9	2	89558	22616	283.9676	1
396307	1	1	0	0	0	1	0	0	0	0	0	30000	9	2	61919	16024	113.1628	1
396347	3	2	1	1	0	1	1	0	0	0	0	62500	9	1	63933	16223	59.571999999999996	1
396418	2	2	1	0	1	0	1	0	0	0	0	-1	9	1	55792	14632	109.7938	1
396432	4	1	1	1	0	0	1	0	0	1	1	37500	9	2	51759	12422	122.0858	1
396537	2	2	2	2	0	0	0	0	0	0	0	125000	9	1	75322	20249	67.5349	1
396641	5	2	1	1	0	0	1	0	0	2	1	37500	9	1	49762	12218	156.6282	1
396657	2	1	2	1	1	0	0	0	0	0	0	87500	9	2	57876	15244	350.4832	1
396669	1	1	1	0	1	0	0	0	0	0	0	5000	9	2	7322	1215	100.0131	1
396674	4	2	3	2	1	0	0	0	0	1	0	37500	9	2	15930	3023	2745.4463	1
396689	4	1	1	0	1	0	0	0	0	2	1	5000	9	2	6955	1203	280.0701	1
396730	2	4	2	2	0	0	0	0	0	0	0	-1	9	1	92538	24013	36.9622	1
396935	7	1	0	0	0	0	3	0	0	2	2	37500	9	2	23996	4462	86.98200000000001	1
397069	4	2	2	2	0	0	0	0	1	1	0	-1	9	1	56091	14806	167.7215	1
397185	2	2	1	1	0	0	1	0	0	0	0	87500	9	1	73340	20087	87.0406	1
397234	1	1	0	0	0	1	0	0	0	0	0	30000	9	1	59018	15612	198.6636	1
397235	5	3	2	2	0	0	0	0	0	3	0	175000	9	1	97005	24827	609.79	1
397570	3	2	2	2	0	0	0	0	1	0	0	175000	9	1	12200	2403	228.0001	1
397607	2	2	0	0	0	0	2	0	0	0	0	175000	9	1	28744	6218	94.3265	1
397743	2	2	2	2	0	0	0	0	0	0	0	125000	9	1	80731	20820	29.4182	1
397771	2	1	2	2	0	0	0	0	0	0	0	125000	9	2	471	20	38.2449	1
397889	1	1	0	0	0	1	0	0	0	0	0	-1	9	1	88788	22444	40.8773	1
398054	5	4	3	3	0	0	1	0	0	0	1	125000	9	1	41250	10602	324.7719	1
398313	1	0	0	0	0	0	1	0	0	0	0	5000	9	3	15015	2816	766.4384	1
398418	4	8	3	1	2	0	0	0	1	0	0	87500	9	1	30532	6815	181.86700000000002	1
398432	3	3	3	2	1	0	0	0	0	0	0	125000	9	2	23032	4431	238.1645	1
398442	2	2	2	2	0	0	0	0	0	0	0	175000	9	1	26167	5007	124.8406	1
398455	2	2	1	1	0	1	0	0	0	0	0	87500	9	1	40818	10435	194.267	1
398459	2	2	2	1	1	0	0	0	0	0	0	125000	9	1	16880	3218	40.5308	1
398500	1	1	1	1	0	0	0	0	0	0	0	-1	9	1	68806	18804	16.5087	1
398680	2	2	2	1	1	0	0	0	0	0	0	30000	9	1	41384	10606	46.3604	1
398706	2	5	0	0	0	2	0	0	0	0	0	30000	9	1	34145	7425	180.2368	1
399301	1	1	0	0	0	1	0	0	0	0	0	62500	9	2	10543	1622	392.1273	1
399433	2	2	0	0	0	2	0	0	0	0	0	62500	9	1	27010	5032	26.2585	1
399471	3	3	3	3	0	0	0	0	0	0	0	175000	9	1	67120	18240	482.6543	1
399473	2	2	0	0	0	2	0	0	0	0	0	37500	9	1	85740	22224	41.293	1
399569	2	3	0	0	0	2	0	0	0	0	0	37500	9	1	49648	12214	25.9472	1
399573	2	2	2	2	0	0	0	0	0	0	0	125000	9	3	18007	3619	41.0802	1
399830	1	1	1	0	1	0	0	0	0	0	0	30000	9	3	919	97	113.9365	1
399859	3	2	2	2	0	0	0	0	0	1	0	-1	9	1	56232	14811	473.4363	1
399907	1	1	0	0	0	0	0	1	0	0	0	37500	9	1	55236	14616	25.9455	1
399908	2	2	2	2	0	0	0	0	0	0	0	30000	9	2	63382	16210	510.1394	1
399937	2	2	0	0	0	2	0	0	0	0	0	62500	9	1	27132	5035	51.6907	1
399977	1	0	0	0	0	1	0	0	0	0	0	5000	9	1	97710	25024	106.3292	1
399991	2	6	0	0	0	2	0	0	0	0	0	87500	9	1	90815	22807	33.6419	1
400018	2	1	0	0	0	2	0	0	0	0	0	30000	9	1	51612	12416	49.3594	1
400032	3	2	2	2	0	0	0	0	0	1	0	275000	9	1	48324	12012	737.0606	1
400107	4	4	4	2	2	0	0	0	0	0	0	-1	9	1	73895	20213	110.8095	1
400160	1	2	1	0	1	0	0	0	0	0	0	17500	9	1	28358	6202	73.9942	1
400258	1	1	1	1	0	0	0	0	0	0	0	62500	9	3	45655	11613	178.4525	1
400273	1	1	0	0	0	1	0	0	0	0	0	125000	9	1	59438	15626	182.3477	1
400390	2	2	1	1	0	1	0	0	0	0	0	62500	9	1	49751	12218	246.47400000000002	1
400395	1	0	0	0	0	1	0	0	0	0	0	62500	9	1	25782	4828	122.5879	1
400482	2	3	2	2	0	0	0	0	0	0	0	125000	9	2	25877	4832	150.7462	1
400489	5	1	3	1	1	0	0	1	1	1	0	87500	9	1	39556	10226	190.9169	1
400513	1	0	0	0	0	0	1	0	0	0	0	17500	9	3	2019	404	867.5091	1
400514	2	1	2	2	0	0	0	0	0	0	0	175000	9	3	771	58	271.863	1
400540	2	2	1	1	0	1	0	0	0	0	0	62500	9	2	16408	3204	119.3968	1
400616	2	2	2	2	0	0	0	0	0	0	0	225000	9	2	54179	14423	158.0789	1
400719	1	1	0	0	0	0	0	1	0	0	0	30000	9	2	16214	3034	52.981	1
400796	2	1	1	1	0	1	0	0	0	0	0	87500	9	2	55	3	185.6646	1
400920	1	1	0	0	0	1	0	0	0	0	0	37500	9	2	87466	22414	137.1651	1
401031	2	2	2	1	1	0	0	0	0	0	0	175000	9	1	69155	18813	259.7895	1
401043	1	1	0	0	0	0	0	1	0	0	0	30000	9	2	5791	842	74.2966	1
401074	2	2	0	0	0	2	0	0	0	0	0	125000	9	1	41961	10628	23.6408	1
401087	2	2	1	1	0	0	1	0	0	0	0	125000	9	1	46196	11627	155.7661	1
401098	2	1	0	0	0	0	2	0	0	0	0	37500	9	3	14407	2646	237.0307	1
401114	4	3	3	2	0	0	1	1	0	0	0	62500	9	1	55950	14801	71.5293	1
401134	3	3	1	1	0	0	1	1	0	0	0	37500	9	1	43973	11041	45.9195	1
401234	2	1	0	0	0	0	2	0	0	0	0	175000	9	1	21866	4251	59.9051	1
401276	2	1	2	2	0	0	0	0	0	0	0	125000	9	2	12720	2426	32.4757	1
401304	2	2	2	1	1	0	0	0	0	0	0	125000	9	1	17301	3411	30.2138	1
401327	3	4	3	3	0	0	0	0	0	0	0	225000	9	1	30903	7017	300.5537	1
401365	6	3	2	2	0	2	0	0	0	1	1	275000	9	1	36370	8203	570.3734	1
401369	4	4	2	1	0	0	0	2	1	0	0	175000	9	1	35850	8010	293.2519	1
401378	1	0	0	0	0	0	1	0	0	0	0	-1	9	3	61424	16009	98.1575	1
401459	1	1	1	1	0	0	0	0	0	0	0	87500	9	1	46803	11645	35.8801	1
401533	2	3	2	1	1	0	0	0	0	0	0	125000	9	2	44767	11409	82.8863	1
401551	3	2	0	0	0	2	1	0	0	0	0	-1	9	1	66898	18235	26.1945	1
401602	2	2	1	0	1	0	1	0	0	0	0	87500	9	2	40770	10434	183.6632	1
401721	2	2	2	2	0	0	0	0	0	0	0	-1	9	3	76036	20277	57.6701	1
401750	2	2	0	0	0	2	0	0	0	0	0	87500	9	1	28103	6009	60.6887	1
401787	2	2	2	1	1	0	0	0	0	0	0	275000	9	2	1047	112	40.1665	1
401840	3	5	2	1	0	0	1	1	0	0	0	87500	9	1	47100	11811	57.035	1
401897	2	2	0	0	0	2	0	0	0	0	0	62500	9	2	30875	7016	64.8954	1
401900	2	2	2	1	1	0	0	0	0	0	0	125000	9	1	41157	10449	122.3049	1
401963	1	1	0	0	0	1	0	0	0	0	0	5000	9	3	43342	11023	579.4849	1
402064	2	2	1	1	0	1	0	0	0	0	0	125000	9	1	50516	12239	338.43300000000005	1
402081	1	1	1	1	0	0	0	0	0	0	0	30000	9	3	22721	4419	145.8494	1
402131	2	2	1	1	0	0	1	0	0	0	0	62500	9	1	72739	20071	54.7098	1
402159	2	2	1	0	1	1	0	0	0	0	0	125000	9	2	64697	18015	84.1402	1
402244	2	2	1	0	1	0	1	0	0	0	0	37500	9	2	16075	3029	1170.8907	1
402370	2	2	2	1	1	0	0	0	0	0	0	17500	9	1	83639	22045	232.2319	1
402402	1	1	0	0	0	1	0	0	0	0	0	-1	9	3	55678	14629	30.6705	1
402446	6	2	1	1	0	0	0	1	1	3	0	17500	9	2	4786	811	2851.2276	1
402449	2	2	0	0	0	2	0	0	0	0	0	-1	9	2	36102	8023	61.4081	1
402454	2	2	0	0	0	2	0	0	0	0	0	62500	9	1	94900	24232	40.4319	1
402460	4	3	1	1	0	0	2	0	0	0	1	62500	9	2	45958	11619	63.4844	1
402504	1	1	0	0	0	1	0	0	0	0	0	87500	9	1	29827	6618	38.6956	1
402621	2	2	1	1	0	0	0	1	0	0	0	87500	9	1	34784	7606	195.9884	1
402700	5	3	1	1	0	0	1	0	0	3	0	175000	9	1	29885	6621	34.3598	1
402706	2	2	0	0	0	2	0	0	0	0	0	87500	9	1	60903	15826	36.2555	1
402823	2	2	0	0	0	1	1	0	0	0	0	5000	9	1	58709	15602	216.7359	1
402886	4	2	2	1	1	0	0	0	0	2	0	62500	9	2	26082	5005	338.8087	1
402932	1	1	1	1	0	0	0	0	0	0	0	62500	9	1	72795	20073	68.5316	1
402954	1	1	0	0	0	0	1	0	0	0	0	5000	9	2	17602	3601	103.2619	1
402964	2	1	0	0	0	1	1	0	0	0	0	62500	9	1	34465	7434	136.0698	1
402975	4	2	2	2	0	0	0	0	0	1	1	225000	9	1	55829	14634	245.2465	1
403002	1	1	0	0	0	1	0	0	0	0	0	17500	9	1	89945	22627	299.2696	1
403056	2	2	1	1	0	0	1	0	0	0	0	62500	9	2	14445	2801	474.4424	1
403064	2	3	2	2	0	0	0	0	0	0	0	175000	9	1	26185	5008	82.1904	1
403101	1	1	0	0	0	1	0	0	0	0	0	17500	9	1	54465	14428	172.3222	1
403163	4	1	1	1	0	0	0	1	0	1	1	30000	9	2	7648	1224	280.0701	1
403185	1	1	0	0	0	0	1	0	0	0	0	17500	9	1	84030	22053	257.9737	1
403262	2	0	2	2	0	0	0	0	0	0	0	62500	9	2	5039	819	739.6166	1
403487	1	0	0	0	0	0	1	0	0	0	0	30000	9	3	8848	1418	768.0596	1
403644	2	3	0	0	0	2	0	0	0	0	0	-1	9	1	44807	11411	17.2649	1
403658	1	1	0	0	0	1	0	0	0	0	0	62500	9	2	54976	14608	80.4448	1
403702	2	4	0	0	0	1	1	0	0	0	0	37500	9	1	56861	15206	95.9848	1
403817	1	1	1	0	1	0	0	0	0	0	0	30000	9	2	24236	4601	143.4761	1
403882	2	1	0	0	0	2	0	0	0	0	0	62500	9	1	58190	15405	61.2802	1
403961	2	2	0	0	0	0	2	0	0	0	0	30000	9	1	88063	22428	49.0608	1
